StartDate (mm/dd/yyyy),Age,Attrition,BusinessTravel,Performance Score,Department,DistanceFromHome (miles),Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate (Dollars),JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
,26,Yes,Travel_Rarely,471,Research & Development,24,Bachelor,Technical Degree,622,High,Male,66,Low,1,Laboratory Technician,Single,2340,23213,1,Y,Yes,18,Excellent,80,0,1,3,1,1,0,0,0
,37,No,Travel_Rarely,799,Research & Development,1,Bachelor,Technical Degree,623,Medium,Female,59,High,3,Manufacturing Director,Single,7491,23848,4,Y,No,17,Excellent,80,0,12,3,4,6,5,1,2
,46,No,Travel_Frequently,1034,Research & Development,18,Below College,Medical,624,Low,Female,86,High,3,Healthcare Representative,Married,10527,8984,5,Y,No,11,Excellent,80,0,28,3,2,2,2,1,2
,41,No,Travel_Rarely,1276,Sales,2,Doctor,Life Sciences,625,Medium,Female,91,High,4,Manager,Married,16595,5626,7,Y,No,16,Average,80,1,22,2,3,18,16,11,8
,37,No,Non-Travel,142,Sales,9,Master,Medical,626,Low,Male,69,High,3,Sales Executive,Divorced,8834,24666,1,Y,No,13,Average,80,1,9,6,3,9,5,7,7
,52,No,Travel_Rarely,956,Research & Development,6,College,Technical Degree,630,Very High,Male,78,High,2,Research Scientist,Divorced,5577,22087,3,Y,Yes,12,Average,80,2,18,3,3,10,9,6,9
,32,Yes,Non-Travel,1474,Sales,11,Master,Other,631,Very High,Male,60,Very High,2,Sales Executive,Married,4707,23914,8,Y,No,12,Average,80,0,6,2,3,4,2,1,2
,24,No,Travel_Frequently,535,Sales,24,Bachelor,Medical,632,Very High,Male,38,High,1,Sales Representative,Married,2400,5530,0,Y,No,13,Average,80,2,3,3,3,2,2,2,1
,38,No,Travel_Rarely,1495,Research & Development,10,Bachelor,Medical,634,High,Female,76,High,2,Healthcare Representative,Married,9824,22174,3,Y,No,19,Average,80,1,18,4,3,1,0,0,0
,37,No,Travel_Rarely,446,Research & Development,1,Master,Life Sciences,635,Medium,Female,65,High,2,Manufacturing Director,Married,6447,15701,6,Y,No,12,Average,80,1,8,2,2,6,5,4,3
,49,No,Travel_Rarely,1245,Research & Development,18,Master,Life Sciences,638,Very High,Male,58,Medium,5,Research Director,Divorced,19502,2125,1,Y,Yes,17,Excellent,80,1,31,5,3,31,9,0,9
,24,No,Travel_Rarely,691,Research & Development,23,Bachelor,Medical,639,Medium,Male,89,Very High,1,Research Scientist,Married,2725,21630,1,Y,Yes,11,Excellent,80,2,6,3,3,6,5,1,4
,26,No,Travel_Rarely,703,Sales,28,College,Marketing,641,Low,Male,66,High,2,Sales Executive,Married,6272,7428,1,Y,No,20,Outstanding,80,2,6,5,4,5,3,1,4
,24,No,Travel_Rarely,823,Research & Development,17,College,Other,643,Very High,Male,94,Medium,1,Laboratory Technician,Married,2127,9100,1,Y,No,21,Outstanding,80,1,1,2,3,1,0,0,0
,50,No,Travel_Frequently,1246,Human Resources,3,Bachelor,Medical,644,Low,Male,99,High,5,Manager,Married,18200,7999,1,Y,No,11,Poor,80,1,32,2,3,32,5,10,7
,25,No,Travel_Rarely,622,Sales,13,Below College,Medical,645,Medium,Male,40,High,1,Sales Representative,Married,2096,26376,1,Y,No,11,Excellent,80,0,7,1,3,7,4,0,6
,24,Yes,Travel_Frequently,1287,Research & Development,7,Bachelor,Life Sciences,647,Low,Female,55,High,1,Laboratory Technician,Married,2886,14168,1,Y,Yes,16,Excellent,80,1,6,4,3,6,3,1,2
,30,Yes,Travel_Frequently,448,Sales,12,Master,Life Sciences,648,Medium,Male,74,Medium,1,Sales Representative,Married,2033,14470,1,Y,No,18,Excellent,80,1,1,2,4,1,0,0,0
,34,No,Travel_Rarely,254,Research & Development,1,College,Life Sciences,649,Medium,Male,83,Medium,1,Research Scientist,Married,3622,22794,1,Y,Yes,13,Excellent,80,1,6,3,3,6,5,1,3
,31,Yes,Travel_Rarely,1365,Sales,13,Master,Medical,650,Medium,Male,46,High,2,Sales Executive,Divorced,4233,11512,2,Y,No,17,Excellent,80,0,9,2,1,3,1,1,2
,35,No,Travel_Rarely,538,Research & Development,25,College,Other,652,Low,Male,54,Medium,2,Laboratory Technician,Single,3681,14004,4,Y,No,14,Excellent,80,0,9,3,3,3,2,0,2
,31,No,Travel_Rarely,525,Sales,6,Master,Medical,653,Low,Male,66,Very High,2,Sales Executive,Divorced,5460,6219,4,Y,No,22,Outstanding,80,2,13,4,4,7,7,5,7
,27,No,Travel_Rarely,798,Research & Development,6,Master,Medical,655,Low,Female,66,Medium,1,Research Scientist,Divorced,2187,5013,0,Y,No,12,Excellent,80,2,6,5,2,5,3,0,3
,37,No,Travel_Rarely,558,Sales,2,Bachelor,Marketing,656,Very High,Male,75,High,2,Sales Executive,Married,9602,3010,4,Y,Yes,11,Excellent,80,1,17,3,2,3,0,1,0
,20,No,Travel_Rarely,959,Research & Development,1,Bachelor,Life Sciences,657,Very High,Female,83,Medium,1,Research Scientist,Single,2836,11757,1,Y,No,13,Excellent,80,0,1,0,4,1,0,0,0
,42,No,Travel_Rarely,622,Research & Development,2,Master,Life Sciences,659,High,Female,81,High,2,Healthcare Representative,Married,4089,5718,1,Y,No,13,Excellent,80,2,10,4,3,10,2,2,2
,43,No,Travel_Rarely,782,Research & Development,6,Master,Other,661,Medium,Male,50,Medium,4,Research Director,Divorced,16627,2671,4,Y,Yes,14,Excellent,80,1,21,3,2,1,0,0,0
,38,No,Travel_Rarely,362,Research & Development,1,Below College,Life Sciences,662,High,Female,43,High,1,Research Scientist,Single,2619,14561,3,Y,No,17,Excellent,80,0,8,3,2,0,0,0,0
,43,No,Travel_Frequently,1001,Research & Development,9,Doctor,Medical,663,Very High,Male,72,High,2,Laboratory Technician,Divorced,5679,19627,3,Y,Yes,13,Excellent,80,1,10,3,3,8,7,4,7
,48,No,Travel_Rarely,1236,Research & Development,1,Master,Life Sciences,664,Very High,Female,40,Medium,4,Manager,Married,15402,17997,7,Y,No,11,Average,80,1,21,3,1,3,2,0,2
,44,No,Travel_Rarely,1112,Human Resources,1,Master,Life Sciences,665,Low,Female,50,Medium,2,Human Resources,Single,5985,26894,4,Y,No,11,Average,80,0,10,1,4,2,2,0,2
,34,No,Travel_Rarely,204,Sales,14,Bachelor,Technical Degree,666,High,Female,31,High,1,Sales Representative,Divorced,2579,2912,1,Y,Yes,18,Average,80,2,8,3,3,8,2,0,6
,27,Yes,Travel_Rarely,1420,Sales,2,Below College,Marketing,667,High,Male,85,High,1,Sales Representative,Divorced,3041,16346,0,Y,No,11,Average,80,1,5,3,3,4,3,0,2
,21,No,Travel_Rarely,1343,Sales,22,Below College,Technical Degree,669,High,Male,49,High,1,Sales Representative,Single,3447,24444,1,Y,No,11,Average,80,0,3,2,3,3,2,1,2
,44,No,Travel_Rarely,1315,Research & Development,3,Master,Other,671,Very High,Male,35,High,5,Manager,Married,19513,9358,4,Y,Yes,12,Average,80,1,26,2,4,2,2,0,1
,22,No,Travel_Rarely,604,Research & Development,6,Below College,Medical,675,Low,Male,69,High,1,Research Scientist,Married,2773,12145,0,Y,No,20,Outstanding,80,0,3,3,3,2,2,2,2
,33,No,Travel_Rarely,1216,Sales,8,Master,Marketing,677,High,Male,39,High,2,Sales Executive,Divorced,7104,20431,0,Y,No,12,Excellent,80,0,6,3,3,5,0,1,2
,32,No,Travel_Rarely,646,Research & Development,9,Master,Life Sciences,679,Low,Female,92,High,2,Research Scientist,Married,6322,18089,1,Y,Yes,12,Excellent,80,1,6,2,2,6,4,0,5
,30,No,Travel_Frequently,160,Research & Development,3,Bachelor,Medical,680,High,Female,71,High,1,Research Scientist,Divorced,2083,22653,1,Y,No,20,Outstanding,80,1,1,2,3,1,0,0,0
,53,No,Travel_Rarely,238,Sales,1,Below College,Medical,682,Very High,Female,34,High,2,Sales Executive,Single,8381,7507,7,Y,No,20,Outstanding,80,0,18,2,4,14,7,8,10
,34,No,Travel_Rarely,1397,Research & Development,1,Doctor,Life Sciences,683,Medium,Male,42,High,1,Research Scientist,Married,2691,7660,1,Y,No,12,Excellent,80,1,10,4,2,10,9,8,8
,45,Yes,Travel_Frequently,306,Sales,26,Master,Life Sciences,684,Low,Female,100,High,2,Sales Executive,Married,4286,5630,2,Y,No,14,Excellent,80,2,5,4,3,1,1,0,0
,26,No,Travel_Rarely,991,Research & Development,6,Bachelor,Life Sciences,686,High,Female,71,High,1,Laboratory Technician,Married,2659,17759,1,Y,Yes,13,Excellent,80,1,3,2,3,3,2,0,2
,37,No,Travel_Rarely,482,Research & Development,3,Bachelor,Other,689,High,Male,36,High,3,Manufacturing Director,Married,9434,9606,1,Y,No,15,Excellent,80,1,10,2,3,10,7,7,8
,29,No,Travel_Rarely,1176,Sales,3,College,Medical,690,Medium,Female,62,High,2,Sales Executive,Married,5561,3487,1,Y,No,14,Excellent,80,1,6,5,2,6,0,1,2
,35,No,Travel_Rarely,1017,Research & Development,6,Master,Life Sciences,691,Medium,Male,82,Low,2,Research Scientist,Single,6646,19368,1,Y,No,13,Excellent,80,0,17,3,3,17,11,11,8
,33,No,Travel_Frequently,1296,Research & Development,6,Bachelor,Life Sciences,692,High,Male,30,High,2,Healthcare Representative,Divorced,7725,5335,3,Y,No,23,Outstanding,80,1,15,2,1,13,11,4,7
,54,No,Travel_Rarely,397,Human Resources,19,Master,Medical,698,High,Male,88,High,3,Human Resources,Married,10725,6729,2,Y,No,15,Excellent,80,1,16,1,4,9,7,7,1
,36,No,Travel_Rarely,913,Research & Development,9,College,Medical,699,Medium,Male,48,Medium,2,Manufacturing Director,Divorced,8847,13934,2,Y,Yes,11,Excellent,80,1,13,2,3,3,2,0,2
,27,No,Travel_Rarely,1115,Research & Development,3,Master,Medical,700,Low,Male,54,Medium,1,Research Scientist,Single,2045,15174,0,Y,No,13,Excellent,80,0,5,0,3,4,2,1,1
,20,Yes,Travel_Rarely,1362,Research & Development,10,Below College,Medical,701,Very High,Male,32,High,1,Research Scientist,Single,1009,26999,1,Y,Yes,11,Excellent,80,0,1,5,3,1,0,1,1
,33,Yes,Travel_Frequently,1076,Research & Development,3,Bachelor,Life Sciences,702,Low,Male,70,High,1,Research Scientist,Single,3348,3164,1,Y,Yes,11,Excellent,80,0,10,3,3,10,8,9,7
,35,No,Non-Travel,727,Research & Development,3,Bachelor,Life Sciences,704,High,Male,41,Medium,1,Laboratory Technician,Married,1281,16900,1,Y,No,18,Excellent,80,2,1,3,3,1,0,0,0
,23,No,Travel_Rarely,885,Research & Development,4,Bachelor,Medical,705,Low,Male,58,Very High,1,Research Scientist,Married,2819,8544,2,Y,No,16,Excellent,80,1,5,3,4,3,2,0,2
,25,No,Travel_Rarely,810,Sales,8,Bachelor,Life Sciences,707,Very High,Male,57,Very High,2,Sales Executive,Married,4851,15678,0,Y,No,22,Outstanding,80,1,4,4,3,3,2,1,2
,38,No,Travel_Rarely,243,Sales,7,Master,Marketing,709,Very High,Female,46,Medium,2,Sales Executive,Single,4028,7791,0,Y,No,20,Outstanding,80,0,8,2,3,7,7,0,5
,29,No,Travel_Frequently,806,Research & Development,1,Master,Life Sciences,710,Medium,Male,76,Low,1,Research Scientist,Divorced,2720,18959,1,Y,No,18,Excellent,80,1,10,5,3,10,7,2,8
,48,No,Travel_Rarely,817,Sales,2,Below College,Marketing,712,Medium,Male,56,Very High,2,Sales Executive,Married,8120,18597,3,Y,No,12,Excellent,80,0,12,3,3,2,2,2,2
,27,No,Travel_Frequently,1410,Sales,3,Below College,Medical,714,Very High,Female,71,Very High,2,Sales Executive,Divorced,4647,16673,1,Y,Yes,20,Outstanding,80,2,6,3,3,6,5,0,4
,37,No,Travel_Rarely,1225,Research & Development,10,College,Life Sciences,715,Very High,Male,80,Very High,1,Research Scientist,Single,4680,15232,3,Y,No,17,Excellent,80,0,4,2,3,1,0,0,0
,50,No,Travel_Rarely,1207,Research & Development,28,Below College,Medical,716,Very High,Male,74,Very High,1,Laboratory Technician,Married,3221,3297,1,Y,Yes,11,Average,80,3,20,3,3,20,8,3,8
,34,No,Travel_Rarely,1442,Research & Development,9,Bachelor,Medical,717,Very High,Female,46,Medium,3,Healthcare Representative,Single,8621,17654,1,Y,No,14,Average,80,0,9,3,4,8,7,7,7
,24,Yes,Travel_Rarely,693,Sales,3,College,Life Sciences,720,Low,Female,65,High,2,Sales Executive,Single,4577,24785,9,Y,No,14,Average,80,0,4,3,3,2,2,2,0
,39,No,Travel_Rarely,408,Research & Development,2,Master,Technical Degree,721,Very High,Female,80,Medium,2,Healthcare Representative,Single,4553,20978,1,Y,No,11,Average,80,0,20,4,3,20,7,11,10
,32,No,Travel_Rarely,929,Sales,10,Bachelor,Marketing,722,Very High,Male,55,High,2,Sales Executive,Single,5396,21703,1,Y,No,12,Average,80,0,10,2,2,10,7,0,8
,50,Yes,Travel_Frequently,562,Sales,8,College,Technical Degree,723,Medium,Male,50,High,2,Sales Executive,Married,6796,23452,3,Y,Yes,14,Average,80,1,18,4,3,4,3,1,3
,38,No,Travel_Rarely,827,Research & Development,1,Master,Life Sciences,724,Medium,Female,33,Very High,2,Healthcare Representative,Single,7625,19383,0,Y,No,13,Average,80,0,10,4,2,9,7,1,8
,27,No,Travel_Rarely,608,Research & Development,1,College,Life Sciences,725,High,Female,68,High,3,Manufacturing Director,Married,7412,6009,1,Y,No,11,Average,80,0,9,3,3,9,7,0,7
,32,No,Travel_Rarely,1018,Research & Development,3,College,Life Sciences,727,High,Female,39,High,3,Research Director,Single,11159,19373,3,Y,No,15,Excellent,80,0,10,6,3,7,7,7,7
,47,No,Travel_Rarely,703,Sales,14,Master,Marketing,728,Very High,Male,42,High,2,Sales Executive,Single,4960,11825,2,Y,No,12,Excellent,80,0,20,2,3,7,7,1,7
,40,No,Travel_Frequently,580,Sales,5,Master,Life Sciences,729,Very High,Male,48,Medium,3,Sales Executive,Married,10475,23772,5,Y,Yes,21,Outstanding,80,1,20,2,3,18,13,1,12
,53,No,Travel_Rarely,970,Research & Development,7,Bachelor,Life Sciences,730,High,Male,59,Very High,4,Research Director,Married,14814,13514,3,Y,No,19,Excellent,80,0,32,3,3,5,1,1,3
,41,No,Travel_Rarely,427,Human Resources,10,Master,Human Resources,731,Medium,Male,73,Medium,5,Manager,Divorced,19141,8861,3,Y,No,15,Excellent,80,3,23,2,2,21,6,12,6
,60,No,Travel_Rarely,1179,Sales,16,Master,Marketing,732,Low,Male,84,High,2,Sales Executive,Single,5405,11924,8,Y,No,14,Excellent,80,0,10,1,3,2,2,2,2
,27,No,Travel_Frequently,294,Research & Development,10,College,Life Sciences,733,Very High,Male,32,High,3,Manufacturing Director,Divorced,8793,4809,1,Y,No,21,Outstanding,80,2,9,4,2,9,7,1,7
,41,No,Travel_Rarely,314,Human Resources,1,Bachelor,Human Resources,734,Very High,Male,59,Medium,5,Manager,Married,19189,19562,1,Y,No,12,Excellent,80,1,22,3,3,22,7,2,10
,50,No,Travel_Rarely,316,Sales,8,Master,Marketing,738,Very High,Male,54,High,1,Sales Representative,Married,3875,9983,7,Y,No,15,Excellent,80,1,4,2,3,2,2,2,2
,28,Yes,Travel_Rarely,654,Research & Development,1,College,Life Sciences,741,Low,Female,67,Low,1,Research Scientist,Single,2216,3872,7,Y,Yes,13,Excellent,80,0,10,4,3,7,7,3,7
,36,No,Non-Travel,427,Research & Development,8,Bachelor,Life Sciences,742,Low,Female,63,Very High,3,Research Director,Married,11713,20335,9,Y,No,14,Excellent,80,1,10,2,3,8,7,0,5
,38,No,Travel_Rarely,168,Research & Development,1,Bachelor,Life Sciences,743,High,Female,81,High,3,Manufacturing Director,Single,7861,15397,4,Y,Yes,14,Excellent,80,0,10,4,4,1,0,0,0
,44,No,Non-Travel,381,Research & Development,24,Bachelor,Medical,744,Low,Male,49,Low,1,Laboratory Technician,Single,3708,2104,2,Y,No,14,Excellent,80,0,9,5,3,5,2,1,4
,47,No,Travel_Frequently,217,Sales,3,Bachelor,Medical,746,Very High,Female,49,High,4,Sales Executive,Divorced,13770,10225,9,Y,Yes,12,Excellent,80,2,28,2,2,22,2,11,13
,30,No,Travel_Rarely,501,Sales,27,Doctor,Marketing,747,High,Male,99,High,2,Sales Executive,Divorced,5304,25275,7,Y,No,23,Outstanding,80,1,10,2,2,8,7,7,7
,29,No,Travel_Rarely,1396,Sales,10,Bachelor,Life Sciences,749,High,Male,99,High,1,Sales Representative,Single,2642,2755,1,Y,No,11,Excellent,80,0,1,6,3,1,0,0,0
,42,Yes,Travel_Frequently,933,Research & Development,19,Bachelor,Medical,752,High,Male,57,Very High,1,Research Scientist,Divorced,2759,20366,6,Y,Yes,12,Excellent,80,0,7,2,3,2,2,2,2
,43,No,Travel_Frequently,775,Sales,15,Bachelor,Life Sciences,754,Very High,Male,47,Medium,2,Sales Executive,Married,6804,23683,3,Y,No,18,Average,80,1,7,5,3,2,2,2,2
,34,No,Travel_Rarely,970,Research & Development,8,College,Medical,757,Medium,Female,96,High,2,Healthcare Representative,Single,6142,7360,3,Y,No,11,Average,80,0,10,2,3,5,1,4,3
,23,No,Travel_Rarely,650,Research & Development,9,Below College,Medical,758,Medium,Male,37,High,1,Laboratory Technician,Married,2500,4344,1,Y,No,14,Average,80,1,5,2,4,4,3,0,2
,39,No,Travel_Rarely,141,Human Resources,3,Bachelor,Human Resources,760,High,Female,44,Very High,2,Human Resources,Married,6389,18767,9,Y,No,15,Average,80,1,12,3,1,8,3,3,6
,56,No,Travel_Rarely,832,Research & Development,9,Bachelor,Medical,762,High,Male,81,High,4,Healthcare Representative,Married,11103,20420,7,Y,No,11,Excellent,80,0,30,1,2,10,7,1,1
,40,No,Travel_Rarely,804,Research & Development,2,Below College,Medical,763,Very High,Female,86,Medium,1,Research Scientist,Single,2342,22929,0,Y,Yes,20,Outstanding,80,0,5,2,2,4,2,2,3
,27,No,Travel_Rarely,975,Research & Development,7,Bachelor,Medical,764,Very High,Female,55,Medium,2,Healthcare Representative,Single,6811,23398,8,Y,No,19,Excellent,80,0,9,2,1,7,6,0,7
,29,No,Travel_Rarely,1090,Sales,10,Bachelor,Marketing,766,Very High,Male,83,High,1,Sales Representative,Divorced,2297,17967,1,Y,No,14,Excellent,80,2,2,2,3,2,2,2,2
,53,No,Travel_Rarely,346,Research & Development,6,Bachelor,Life Sciences,769,Very High,Male,86,High,2,Laboratory Technician,Single,2450,10919,2,Y,No,17,Excellent,80,0,19,4,3,2,2,2,2
,35,No,Non-Travel,1225,Research & Development,2,Master,Life Sciences,771,Very High,Female,61,High,2,Healthcare Representative,Divorced,5093,4761,2,Y,No,11,Excellent,80,1,16,2,4,1,0,0,0
,32,No,Travel_Frequently,430,Research & Development,24,Master,Life Sciences,772,Low,Male,80,High,2,Laboratory Technician,Married,5309,21146,1,Y,No,15,Excellent,80,2,10,2,3,10,8,4,7
,38,No,Travel_Rarely,268,Research & Development,2,Doctor,Medical,773,Very High,Male,92,High,1,Research Scientist,Married,3057,20471,6,Y,Yes,13,Excellent,80,1,6,0,1,1,0,0,1
,34,No,Travel_Rarely,167,Research & Development,8,Doctor,Life Sciences,775,Medium,Female,32,High,2,Manufacturing Director,Divorced,5121,4187,3,Y,No,14,Excellent,80,1,7,3,3,0,0,0,0
,52,No,Travel_Rarely,621,Sales,3,Master,Marketing,776,High,Male,31,Medium,4,Manager,Married,16856,10084,1,Y,No,11,Poor,80,0,34,3,4,34,6,1,16
,33,Yes,Travel_Rarely,527,Research & Development,1,Master,Other,780,Very High,Male,63,High,1,Research Scientist,Single,2686,5207,1,Y,Yes,13,Excellent,80,0,10,2,2,10,9,7,8
,25,No,Travel_Rarely,883,Sales,26,Below College,Medical,781,High,Female,32,High,2,Sales Executive,Single,6180,22807,1,Y,No,23,Outstanding,80,0,6,5,2,6,5,1,4
,45,No,Travel_Rarely,954,Sales,2,College,Technical Degree,783,Medium,Male,46,Low,2,Sales Representative,Single,6632,12388,0,Y,No,13,Excellent,80,0,9,3,3,8,7,3,1
,23,No,Travel_Rarely,310,Research & Development,10,Below College,Medical,784,Low,Male,79,Very High,1,Research Scientist,Single,3505,19630,1,Y,No,18,Excellent,80,0,2,3,3,2,2,0,2
,47,Yes,Travel_Frequently,719,Sales,27,College,Life Sciences,785,Medium,Female,77,Very High,2,Sales Executive,Single,6397,10339,4,Y,Yes,12,Excellent,80,0,8,2,3,5,4,1,3
,34,No,Travel_Rarely,304,Sales,2,Bachelor,Other,786,Very High,Male,60,High,2,Sales Executive,Single,6274,18686,1,Y,No,22,Outstanding,80,0,6,5,3,6,5,1,4
,55,Yes,Travel_Rarely,725,Research & Development,2,Bachelor,Medical,787,Very High,Male,78,High,5,Manager,Married,19859,21199,5,Y,Yes,13,Excellent,80,1,24,2,3,5,2,1,4
,36,No,Non-Travel,1434,Sales,8,Master,Life Sciences,789,Low,Male,76,Medium,3,Sales Executive,Single,7587,14229,1,Y,No,15,Excellent,80,0,10,1,3,10,7,0,9
,52,No,Non-Travel,715,Research & Development,19,Master,Medical,791,Very High,Male,41,High,1,Research Scientist,Married,4258,26589,0,Y,No,18,Excellent,80,1,5,3,3,4,3,1,2
,26,No,Travel_Frequently,575,Research & Development,1,College,Life Sciences,792,Low,Female,71,Low,1,Laboratory Technician,Divorced,4364,5288,3,Y,No,14,Excellent,80,1,5,2,3,2,2,2,0
,29,No,Travel_Rarely,657,Research & Development,27,Bachelor,Medical,793,Medium,Female,66,High,2,Healthcare Representative,Married,4335,25549,4,Y,No,12,Excellent,80,1,11,3,2,8,7,1,1
,26,Yes,Travel_Rarely,1146,Sales,8,Bachelor,Technical Degree,796,Very High,Male,38,Medium,2,Sales Executive,Single,5326,3064,6,Y,No,17,Excellent,80,0,6,2,2,4,3,1,2
,34,No,Travel_Rarely,182,Research & Development,1,Master,Life Sciences,797,Medium,Female,72,Very High,1,Research Scientist,Single,3280,13551,2,Y,No,16,Excellent,80,0,10,2,3,4,2,1,3
,54,No,Travel_Rarely,376,Research & Development,19,Master,Medical,799,Very High,Female,95,High,2,Manufacturing Director,Divorced,5485,22670,9,Y,Yes,11,Average,80,2,9,4,3,5,3,1,4
,27,No,Travel_Frequently,829,Sales,8,Below College,Marketing,800,High,Male,84,High,2,Sales Executive,Married,4342,24008,0,Y,No,19,Average,80,1,5,3,3,4,2,1,1
,37,No,Travel_Rarely,571,Research & Development,10,Below College,Life Sciences,802,Very High,Female,82,High,1,Research Scientist,Divorced,2782,19905,0,Y,Yes,13,Average,80,2,6,3,2,5,3,4,3
,38,No,Travel_Frequently,240,Research & Development,2,Master,Life Sciences,803,Low,Female,75,Very High,2,Manufacturing Director,Single,5980,26085,6,Y,Yes,12,Average,80,0,17,2,3,15,7,4,12
,34,No,Travel_Rarely,121,Research & Development,2,Master,Medical,804,High,Female,86,Medium,1,Research Scientist,Single,4381,7530,1,Y,No,11,Average,80,0,6,3,3,6,5,1,3
,35,No,Travel_Rarely,384,Sales,8,Master,Life Sciences,805,Low,Female,72,High,1,Sales Representative,Married,2572,20317,1,Y,No,16,Average,80,1,3,1,2,3,2,0,2
,30,No,Travel_Rarely,921,Research & Development,1,Bachelor,Life Sciences,806,Very High,Male,38,Low,1,Laboratory Technician,Married,3833,24375,3,Y,No,21,Outstanding,80,2,7,2,3,2,2,0,2
,40,No,Travel_Frequently,791,Research & Development,2,College,Medical,807,High,Female,38,Very High,2,Healthcare Representative,Married,4244,9931,1,Y,No,24,Outstanding,80,1,8,2,3,8,7,3,7
,34,No,Travel_Rarely,1111,Sales,8,College,Life Sciences,808,High,Female,93,High,2,Sales Executive,Married,6500,13305,5,Y,No,17,Excellent,80,1,6,1,3,3,2,1,2
,42,No,Travel_Frequently,570,Research & Development,8,Bachelor,Life Sciences,809,Medium,Male,66,High,5,Manager,Divorced,18430,16225,1,Y,No,13,Excellent,80,1,24,4,2,24,7,14,9
,23,Yes,Travel_Rarely,1243,Research & Development,6,Bachelor,Life Sciences,811,High,Male,63,Very High,1,Laboratory Technician,Married,1601,3445,1,Y,Yes,21,Outstanding,80,2,1,2,3,0,0,0,0
